Domain Name,Domain Type,Agency,City,State,Status
DECATURTX.GOV,City,Non-Federal Agency,Decatur,TX,ACTIVE
DEDHAM-MA.GOV,City,Non-Federal Agency,Dedham,MA,ACTIVE
DEERFIELDMICHIGAN.GOV,City,Non-Federal Agency,Deerfield,MI,ACTIVE
DEERPARK-OH.GOV,City,Non-Federal Agency,Deer Park,OH,ACTIVE
DEERPARKTX.GOV,City,Non-Federal Agency,Deer Park,TX,ACTIVE
DEKORRA-WI.GOV,City,Non-Federal Agency,Poynette,WI,ACTIVE
DELAWARETOWNSHIPPA.GOV,City,Non-Federal Agency,Dingmans Ferry,PA,ACTIVE
DELRAYBEACHFL.GOV,City,Non-Federal Agency,Delray Beach,FL,ACTIVE
DELTA-CO.GOV,City,Non-Federal Agency,Delta,CO,ACTIVE
DELTAMI.GOV,City,Non-Federal Agency,Lansing,MI,ACTIVE
DELTONAFL.GOV,City,Non-Federal Agency,Deltona,FL,ACTIVE
DEMOPOLISAL.GOV,City,Non-Federal Agency,Demopolis,AL,ACTIVE
DENVERCO.GOV,City,Non-Federal Agency,Denver,CO,ACTIVE
DERBYCT.GOV,City,Non-Federal Agency,Derby,CT,ACTIVE
DESMOINESWA.GOV,City,Non-Federal Agency,Des Moines,WA,ACTIVE
DESOTOTEXAS.GOV,City,Non-Federal Agency,DeSoto,TX,ACTIVE
DETROITMI.GOV,City,Non-Federal Agency,Detroit,MI,ACTIVE
DEXTERMI.GOV,City,Non-Federal Agency,Dexter,MI,ACTIVE
DHAZ.GOV,City,Non-Federal Agency,Humboldt,AZ,ACTIVE
DIAMONDBARCA.GOV,City,Non-Federal Agency,Diamond Bar,CA,ACTIVE
DICKINSON-TX.GOV,City,Non-Federal Agency,Dickinson,TX,ACTIVE
DICKINSONTEXAS.GOV,City,Non-Federal Agency,Dickinson,TX,ACTIVE
DICKSONCITY-PA.GOV,City,Non-Federal Agency,Dickson City,PA,ACTIVE
DIGHTON-MA.GOV,City,Non-Federal Agency,Dighton,MA,ACTIVE
DISCOVERWAUKESHA-WI.GOV,City,Non-Federal Agency,Waukesha,WI,ACTIVE
DONALDOREGON.GOV,City,Non-Federal Agency,Donald,OR,ACTIVE
DONALDSONVILLE-LA.GOV,City,Non-Federal Agency,Donaldsonville,LA,ACTIVE
DORAL-FL.GOV,City,Non-Federal Agency,Doral,FL,ACTIVE
DORALPD-FL.GOV,City,Non-Federal Agency,Doral,FL,ACTIVE
DOUGLASAZ.GOV,City,Non-Federal Agency,Douglas,AZ,ACTIVE
DOUGLASVILLEGA.GOV,City,Non-Federal Agency,Douglasville,GA,ACTIVE
DREW-MS.GOV,City,Non-Federal Agency,Drew,MS,ACTIVE
DRUIDHILLSKY.GOV,City,Non-Federal Agency,Louisville,KY,ACTIVE
DUBLIN-CA.GOV,City,Non-Federal Agency,Dublin,CA,ACTIVE
DUBLINCA.GOV,City,Non-Federal Agency,Dublin,CA,ACTIVE
DUBLINOHIOUSA.GOV,City,Non-Federal Agency,Dublin,OH,ACTIVE
DUBOISPA.GOV,City,Non-Federal Agency,DuBois,PA,ACTIVE
DULUTHMN.GOV,City,Non-Federal Agency,Duluth,MN,ACTIVE
DUMASTX.GOV,City,Non-Federal Agency,Dumas,TX,ACTIVE
DUMFRIESVA.GOV,City,Non-Federal Agency,Dumfries,VA,ACTIVE
DUMONTNJ.GOV,City,Non-Federal Agency,Dumont,NJ,ACTIVE
DUNCANOK.GOV,City,Non-Federal Agency,Duncan,OK,ACTIVE
DUNCANVILLETX.GOV,City,Non-Federal Agency,Duncanville,TX,ACTIVE
DUNDEEVILLAGEMI.GOV,City,Non-Federal Agency,Dundee,MI,ACTIVE
DUNELLEN-NJ.GOV,City,Non-Federal Agency,Dunellen,NJ,ACTIVE
DUNMOREPA.GOV,City,Non-Federal Agency,Dunmore,PA,ACTIVE
DUNSTABLE-MA.GOV,City,Non-Federal Agency,Dunstable,MA,ACTIVE
DUNWOODYGA.GOV,City,Non-Federal Agency,Dunwoody,GA,ACTIVE
DUNWOODYGEORGIA.GOV,City,Non-Federal Agency,Dunwoody,GA,ACTIVE
DUPONTWA.GOV,City,Non-Federal Agency,DuPont,WA,ACTIVE
DURHAMNC.GOV,City,Non-Federal Agency,Durham,NC,ACTIVE
DUSHOREPA.GOV,City,Non-Federal Agency,Dushore,PA,ACTIVE
DUTCHESSNY.GOV,City,Non-Federal Agency,Poughkeepsie,NY,ACTIVE
DUVALLWA.GOV,City,Non-Federal Agency,Duvall,WA,ACTIVE
DYERSBURGTN.GOV,City,Non-Federal Agency,Dyersburg,TN,ACTIVE
EAGARAZ.GOV,City,Non-Federal Agency,Eagar,AZ,ACTIVE
EAGLE-WI.GOV,City,Non-Federal Agency,Eagle,WI,ACTIVE
EAGLELAKE-TX.GOV,City,Non-Federal Agency,Eagle Lake,TX,ACTIVE
EASTBOROUGH-KS.GOV,City,Non-Federal Agency,Eastborough,KS,ACTIVE
EASTCOVENTRY-PA.GOV,City,Non-Federal Agency,Pottstown,PA,ACTIVE
EASTHAMPTONCT.GOV,City,Non-Federal Agency,East Hampton,CT,ACTIVE
EASTHAMPTONNY.GOV,City,Non-Federal Agency,Amagansett,NY,ACTIVE
EASTHAMPTONVILLAGENY.GOV,City,Non-Federal Agency,East Hampton,NY,ACTIVE
EASTHARTFORDCT.GOV,City,Non-Federal Agency,East Hartford,CT,ACTIVE
EASTKINGSTONNH.GOV,City,Non-Federal Agency,East Kingston,NH,ACTIVE
EASTLONGMEADOWMA.GOV,City,Non-Federal Agency,East Longmeadow,MA,ACTIVE
EASTMOUNTAINTX.GOV,City,Non-Federal Agency,East Mountain,TX,ACTIVE
EASTON-PA.GOV,City,Non-Federal Agency,Easton,PA,ACTIVE
EASTONCT.GOV,City,Non-Federal Agency,Easton,CT,ACTIVE
EASTONMD.GOV,City,Non-Federal Agency,Easton,MD,ACTIVE
EASTORANGE-NJ.GOV,City,Non-Federal Agency,East ORange,NJ,ACTIVE
EASTPALESTINE-OH.GOV,City,Non-Federal Agency,East Palestine,OH,ACTIVE
EASTPORT-ME.GOV,City,Non-Federal Agency,Eastport,ME,ACTIVE
EASTRIDGETN.GOV,City,Non-Federal Agency,East Ridge,TN,ACTIVE
EASTTROYWI.GOV,City,Non-Federal Agency,East Troy,WI,ACTIVE
EASTVALECA.GOV,City,Non-Federal Agency,Eastvale,CA,ACTIVE
EASTWINDSOR-CT.GOV,City,Non-Federal Agency,Broad Brook,CT,ACTIVE
EATONVILLE-WA.GOV,City,Non-Federal Agency,Eatonville,WA,ACTIVE
EAUCLAIREVILLAGE-MI.GOV,City,Non-Federal Agency,Eau Claire,MI,ACTIVE
EAUCLAIREWI.GOV,City,Non-Federal Agency,Eau Claire,WI,ACTIVE
ECORSEMI.GOV,City,Non-Federal Agency,ECORSE,MI,ACTIVE
EDDINGTONMAINE.GOV,City,Non-Federal Agency,Eddington,ME,ACTIVE
EDENNY.GOV,City,Non-Federal Agency,Eden,NY,ACTIVE
EDGEWATERFL.GOV,City,Non-Federal Agency,Edgewater,FL,ACTIVE
EDGEWOOD-FL.GOV,City,Non-Federal Agency,Edgewood,FL,ACTIVE
EDGEWOOD-NM.GOV,City,Non-Federal Agency,Edgewood,NM,ACTIVE
EDINAMN.GOV,City,Non-Federal Agency,Edina,MN,ACTIVE
EDMONDS-WA.GOV,City,Non-Federal Agency,Edmonds,WA,ACTIVE
EDMONDSWA.GOV,City,Non-Federal Agency,Edmonds,WA,ACTIVE
EDMONSTONMD.GOV,City,Non-Federal Agency,Edmonston,MD,ACTIVE
EHALERTCT.GOV,City,Non-Federal Agency,East Hartford,CT,ACTIVE
EHAMPTONNY.GOV,City,Non-Federal Agency,East Hampton,NY,ACTIVE
ELKHARTLAKEWI.GOV,City,Non-Federal Agency,Elkhart Lake,WI,ACTIVE
ELKOCITYNV.GOV,City,Non-Federal Agency,Elko,NV,ACTIVE
ELKRIVERMN.GOV,City,Non-Federal Agency,Elk River,MN,ACTIVE
ELKTONVA.GOV,City,Non-Federal Agency,Elkton,VA,ACTIVE
ELKTOWNSHIPNJ.GOV,City,Non-Federal Agency,Monroeville,NJ,ACTIVE
ELLAGO-TX.GOV,City,Non-Federal Agency,El Lago,TX,ACTIVE
ELLIJAY-GA.GOV,City,Non-Federal Agency,Ellijay,GA,ACTIVE
ELLINGTON-CT.GOV,City,Non-Federal Agency,Ellington,CT,ACTIVE
ELLSWORTHMAINE.GOV,City,Non-Federal Agency,Ellsworth,ME,ACTIVE
ELMIRAGE-AZ.GOV,City,Non-Federal Agency,El Mirage,AZ,ACTIVE
ELMONTECA.GOV,City,Non-Federal Agency,El Monte,CA,ACTIVE
ELOYAZ.GOV,City,Non-Federal Agency,Eloy,AZ,ACTIVE
ELPASOTEXAS.GOV,City,Non-Federal Agency,El Paso,TX,ACTIVE
EMERALDBAY-TX.GOV,City,Non-Federal Agency,Bullard,TX,ACTIVE
EMMITSBURGMD.GOV,City,Non-Federal Agency,Emmitsburg,MD,ACTIVE
EMPORIA-KANSAS.GOV,City,Non-Federal Agency,Emporia,KS,ACTIVE
ENCINITASCA.GOV,City,Non-Federal Agency,Encinitas,CA,ACTIVE
ENCINITASCALIFORNIA.GOV,City,Non-Federal Agency,Encinitas,CA,ACTIVE
ENFIELD-CT.GOV,City,Non-Federal Agency,Enfield,CT,ACTIVE
ENNISTX.GOV,City,Non-Federal Agency,Ennis,TX,ACTIVE
ENON-OH.GOV,City,Non-Federal Agency,Enon,OH,ACTIVE
ENTERPRISEAL.GOV,City,Non-Federal Agency,Enterprise,AL,ACTIVE
ERIECO.GOV,City,Non-Federal Agency,Erie,CO,ACTIVE
ESPANOLANM.GOV,City,Non-Federal Agency,Espanola,NM,ACTIVE
ESSEXCT.GOV,City,Non-Federal Agency,Essex,CT,ACTIVE
ESTERO-FL.GOV,City,Non-Federal Agency,Estero,FL,ACTIVE
ETON-GA.GOV,City,Non-Federal Agency,Eton,GA,ACTIVE
EUGENE-OR.GOV,City,Non-Federal Agency,Eugene,OR,ACTIVE
EULESSTX.GOV,City,Non-Federal Agency,Euless,TX,ACTIVE
EUREKA-MT.GOV,City,Non-Federal Agency,Eureka,MT,ACTIVE
EUREKASPRINGSAR.GOV,City,Non-Federal Agency,Eureka Springs,AR,ACTIVE
EVANSCOLORADO.GOV,City,Non-Federal Agency,Evans,CO,ACTIVE
EVERETTWA.GOV,City,Non-Federal Agency,Everett,WA,ACTIVE
EVESHAM-NJ.GOV,City,Non-Federal Agency,Marlton,NJ,ACTIVE
EXETERNH.GOV,City,Non-Federal Agency,Exeter,NH,ACTIVE
FABIUS-NY.GOV,City,Non-Federal Agency,Fabius,NY,ACTIVE
FAIRFAX-VT.GOV,City,Non-Federal Agency,Fairfax,VT,ACTIVE
FAIRFAXVA.GOV,City,Non-Federal Agency,Fairfax,VA,ACTIVE
FAIRFIELDOH.GOV,City,Non-Federal Agency,Fairfield,OH,ACTIVE
FAIRHOPE-AL.GOV,City,Non-Federal Agency,Fairhope,AL,ACTIVE
FAIRMONTWV.GOV,City,Non-Federal Agency,Fairmont,WV,ACTIVE
FAIRMOUNTHEIGHTSMD.GOV,City,Non-Federal Agency,Fairmount Heights,MD,ACTIVE
FAIRVIEWNC.GOV,City,Non-Federal Agency,Monroe,NC,ACTIVE
FAIRVIEWOREGON.GOV,City,Non-Federal Agency,Fairview,OR,ACTIVE
FALLCREEKWI.GOV,City,Non-Federal Agency,Fall Creek,WI,ACTIVE
FALLONNEVADA.GOV,City,Non-Federal Agency,Fallon,NV,ACTIVE
FALLSCHURCHCITYVA.GOV,City,Non-Federal Agency,Falls Church,VA,ACTIVE
FALLSCHURCHVA.GOV,City,Non-Federal Agency,Falls Church,VA,ACTIVE
FALLSCITYOREGON.GOV,City,Non-Federal Agency,Falls City,OR,ACTIVE
FARGO-ND.GOV,City,Non-Federal Agency,Fargo,ND,ACTIVE
FARGOND.GOV,City,Non-Federal Agency,Fargo,ND,ACTIVE
FARMERSBRANCHTX.GOV,City,Non-Federal Agency,Farmers Branch,TX,ACTIVE
FARMINGTON-MO.GOV,City,Non-Federal Agency,Farmington,MO,ACTIVE
FARMVILLENC.GOV,City,Non-Federal Agency,Farmville,NC,ACTIVE
FARRAGUT-TN.GOV,City,Non-Federal Agency,Farragut,TN,ACTIVE
FAYETTEVILLE-AR.GOV,City,Non-Federal Agency,Fayetteville,AR,ACTIVE
FAYETTEVILLEFIRST-AR.GOV,City,Non-Federal Agency,Fayetteville,AR,ACTIVE
FAYETTEVILLENC.GOV,City,Non-Federal Agency,Fayetteville,NC,ACTIVE
FAYETTEVILLENY.GOV,City,Non-Federal Agency,Fayetteville,NY,ACTIVE
FEDERALWAYWA.GOV,City,Non-Federal Agency,Federal Way ,WA,ACTIVE
FERNDALEMI.GOV,City,Non-Federal Agency,Ferndale,MI,ACTIVE
FERRISTEXAS.GOV,City,Non-Federal Agency,Ferris,TX,ACTIVE
FIRESTONECO.GOV,City,Non-Federal Agency,Firestone,CO,ACTIVE
FISHKILL-NY.GOV,City,Non-Federal Agency,Fishkill,NY,ACTIVE
FITCHBURGMA.GOV,City,Non-Federal Agency,Fitchburg,MA,ACTIVE
FITCHBURGWI.GOV,City,Non-Federal Agency,Fitchburg,WI,ACTIVE
FITZWILLIAM-NH.GOV,City,Non-Federal Agency,Fitzwilliam,NH,ACTIVE
FLAGSTAFFAZ.GOV,City,Non-Federal Agency,Flagstaff,AZ,ACTIVE
FLATONIATX.GOV,City,Non-Federal Agency,Flatonia,TX,ACTIVE
FLORENCE-KY.GOV,City,Non-Federal Agency,Florence,KY,ACTIVE
FLORENCE-NJ.GOV,City,Non-Federal Agency,Florence,NJ,ACTIVE
FLORENCEAZ.GOV,City,Non-Federal Agency,Florence,AZ,ACTIVE
FLORESVILLETX.GOV,City,Non-Federal Agency,Floresville,TX,ACTIVE
FLORIDACITYFL.GOV,City,Non-Federal Agency,Florida City,FL,ACTIVE
FORESTGROVE-OR.GOV,City,Non-Federal Agency,FOREST GROVE,OR,ACTIVE
FORESTHEIGHTSMD.GOV,City,Non-Federal Agency,Forest Heights,MD,ACTIVE
FORESTPARKOK.GOV,City,Non-Federal Agency,Forest Park,OK,ACTIVE
FORSYTH-IL.GOV,City,Non-Federal Agency,Forsyth,IL,ACTIVE
FORTCOLLINS-CO.GOV,City,Non-Federal Agency,Fort Collins,CO,ACTIVE
FORTLUPTON-CO.GOV,City,Non-Federal Agency,Fort Lupton,CO,ACTIVE
FORTLUPTONCO.GOV,City,Non-Federal Agency,Fort Lupton,CO,ACTIVE
FORTMADISON-IA.GOV,City,Non-Federal Agency,Fort Madison,IA,ACTIVE
FORTMILLSC.GOV,City,Non-Federal Agency,Fort Mill,SC,ACTIVE
FORTMYERSBEACHFL.GOV,City,Non-Federal Agency,Fort Myers Beach,FL,ACTIVE
FORTSMITHAR.GOV,City,Non-Federal Agency,Fort Smith,AR,ACTIVE
FORTWORTH-TEXAS.GOV,City,Non-Federal Agency,Fort Worth,TX,ACTIVE
FORTWORTH-TX.GOV,City,Non-Federal Agency,Fort Worth,TX,ACTIVE
FORTWORTHTEXAS.GOV,City,Non-Federal Agency,Fort Worth,TX,ACTIVE
FOSTORIAOHIO.GOV,City,Non-Federal Agency,Fostoria,OH,ACTIVE
FOXBOROUGHMA.GOV,City,Non-Federal Agency,Foxborough,MA,ACTIVE
FRAMINGHAMMA.GOV,City,Non-Federal Agency,Framingham,MA,ACTIVE
FRANCESTOWN-NH.GOV,City,Non-Federal Agency,Francestown,NH,ACTIVE
FRANKFORT-IN.GOV,City,Non-Federal Agency,Frankfort,IN,ACTIVE
FRANKFORT-KY.GOV,City,Non-Federal Agency,Frankfort,KY,ACTIVE
FRANKLIN-IN.GOV,City,Non-Federal Agency,FRANKLIN,IN,ACTIVE
FRANKLIN-NJ.GOV,City,Non-Federal Agency,Someret,NJ,ACTIVE
FRANKLIN-TN.GOV,City,Non-Federal Agency,Franklin,TN,ACTIVE
FRANKLINNJ.GOV,City,Non-Federal Agency,Somerset,NJ,ACTIVE
FRANKLINPA.GOV,City,Non-Federal Agency,Franklin,PA,ACTIVE
FRANKLINTN.GOV,City,Non-Federal Agency,Franklin,TN,ACTIVE
FRANKLINWI.GOV,City,Non-Federal Agency,Franklin,WI,ACTIVE
FREDENBERGTWP-MN.GOV,City,Non-Federal Agency,Duluth,MN,ACTIVE
FREDERICKCO.GOV,City,Non-Federal Agency,Frederick,CO,ACTIVE
FREDERICKOK.GOV,City,Non-Federal Agency,Frederick,OK,ACTIVE
FREDERICKSBURGVA.GOV,City,Non-Federal Agency,Fredericksburg,VA,ACTIVE
FREEHOLDBOROUGHNJ.GOV,City,Non-Federal Agency,Freehold,NJ,ACTIVE
FREEPORTNY.GOV,City,Non-Federal Agency,Freeport,NY,ACTIVE
FREETOWNMA.GOV,City,Non-Federal Agency,Assonet,MA,ACTIVE
FREMONT.GOV,City,Non-Federal Agency,Fremont,CA,ACTIVE
FREMONTNC.GOV,City,Non-Federal Agency,Fremont,NC,ACTIVE
FREMONTNE.GOV,City,Non-Federal Agency,Fremont,NE,ACTIVE
FRENCHSETTLEMENT-LA.GOV,City,Non-Federal Agency,French Settlement,LA,ACTIVE
FRESNO.GOV,City,Non-Federal Agency,Fresno,CA,ACTIVE
FRIDLEYMN.GOV,City,Non-Federal Agency,Fridley,MN,ACTIVE
FRIENDSHIPHEIGHTSMD.GOV,City,Non-Federal Agency,Chevy Chase,MD,ACTIVE
FRISCOTEXAS.GOV,City,Non-Federal Agency,Frisco,TX,ACTIVE
FRISCOTX.GOV,City,Non-Federal Agency,Frisco,TX,ACTIVE
FROMBERG-MT.GOV,City,Non-Federal Agency,Fromberg,MT,ACTIVE
FRONTROYAL-VA.GOV,City,Non-Federal Agency,Front Royal,VA,ACTIVE
FRONTROYALVA.GOV,City,Non-Federal Agency,Front Royal,VA,ACTIVE
FRUITPORTTOWNSHIP-MI.GOV,City,Non-Federal Agency,Fruitport,MI,ACTIVE
FULSHEARTEXAS.GOV,City,Non-Federal Agency,Fulshear,TX,ACTIVE
GAHANNA.GOV,City,Non-Federal Agency,Gahanna,OH,ACTIVE
GALENAKS.GOV,City,Non-Federal Agency,GALENA,KS,ACTIVE
GALENAOHIO.GOV,City,Non-Federal Agency,Galena,OH,ACTIVE
GALESBURG-IL.GOV,City,Non-Federal Agency,Galesburg,IL,ACTIVE
GALLATIN-TN.GOV,City,Non-Federal Agency,Gallatin,TN,ACTIVE
GALLAWAYTN.GOV,City,Non-Federal Agency,Gallaway,TN,ACTIVE
GALLOWAYTWP-NJ.GOV,City,Non-Federal Agency,Galloway,NJ,ACTIVE
GALLUPNM.GOV,City,Non-Federal Agency,GALLUP,NM,ACTIVE
GALVAIL.GOV,City,Non-Federal Agency,Galva,IL,ACTIVE
GALVESTONTX.GOV,City,Non-Federal Agency,Galveston,TX,ACTIVE
GARDENCITY-GA.GOV,City,Non-Federal Agency,Garden City,GA,ACTIVE
GARDNERKANSAS.GOV,City,Non-Federal Agency,Gardner,KS,ACTIVE
GARDNERVILLE-NV.GOV,City,Non-Federal Agency,Gardnerville,NV,ACTIVE
GARLANDTX.GOV,City,Non-Federal Agency,Garland,TX,ACTIVE
GARNERNC.GOV,City,Non-Federal Agency,Garner,NC,ACTIVE
GARRETTPARK-MD.GOV,City,Non-Federal Agency,Garrett Park,MD,ACTIVE
GARRETTPARKMD.GOV,City,Non-Federal Agency,Garrett Park,MD,ACTIVE
GATLINBURGTN.GOV,City,Non-Federal Agency,Gatlinburg,TN,ACTIVE
GAUTIER-MS.GOV,City,Non-Federal Agency,Gautier,MS,ACTIVE
GENEVAOHIO.GOV,City,Non-Federal Agency,Geneva,OH,ACTIVE
GEORGETOWN-MI.GOV,City,Non-Federal Agency,Jenison,MI,ACTIVE
GEORGETOWNKY.GOV,City,Non-Federal Agency,Georgetown,KY,ACTIVE
GEORGETOWNTX.GOV,City,Non-Federal Agency,Georgetown,TX,ACTIVE
GERMANTOWN-TN.GOV,City,Non-Federal Agency,Germantown,TN,ACTIVE
GETTYSBURG-PA.GOV,City,Non-Federal Agency,Gettysburg,PA,ACTIVE
GILBERTAZ.GOV,City,Non-Federal Agency,Gilbert,AZ,ACTIVE
GILLETTEWY.GOV,City,Non-Federal Agency,Gillette,WY,ACTIVE
GIRARDKANSAS.GOV,City,Non-Federal Agency,Girard,KS,ACTIVE
GLASTONBURY-CT.GOV,City,Non-Federal Agency,Glastonbury,CT,ACTIVE
GLENDALE-WI.GOV,City,Non-Federal Agency,Glendale,WI,ACTIVE
GLENDALEAZ.GOV,City,Non-Federal Agency,Glendale,AZ,ACTIVE
GLENDALECA.GOV,City,Non-Federal Agency,Glendale,CA,ACTIVE
GLENNHEIGHTSTX.GOV,City,Non-Federal Agency,Glenn Heights,TX,ACTIVE
GLENVIEWKY.GOV,City,Non-Federal Agency,Glenview,KY,ACTIVE
GLENWILLOW-OH.GOV,City,Non-Federal Agency,Glenwillow,OH,ACTIVE
GLENWOODSPRINGSCO.GOV,City,Non-Federal Agency,Glenwood Springs,CO,ACTIVE
GLOBEAZ.GOV,City,Non-Federal Agency,GLOBE,AZ,ACTIVE
GLOUCESTER-MA.GOV,City,Non-Federal Agency,Gloucester,MA,ACTIVE
GODDARDKS.GOV,City,Non-Federal Agency,Goddard,KS,ACTIVE
GODLEYTX.GOV,City,Non-Federal Agency,Godley,TX,ACTIVE
GOFFSTOWNNH.GOV,City,Non-Federal Agency,Goffstown,NH,ACTIVE
GOLDBEACHOREGON.GOV,City,Non-Federal Agency,GoldBeach,OR,ACTIVE
GOLDENVALLEYMN.GOV,City,Non-Federal Agency,Golden Valley,MN,ACTIVE
GOLDSBORONC.GOV,City,Non-Federal Agency,Goldsboro,NC,ACTIVE
GOODHOPEAL.GOV,City,Non-Federal Agency,Cullman,AL,ACTIVE
GOODLETTSVILLE-TN.GOV,City,Non-Federal Agency,Goodlettsville,TN,ACTIVE
GOODYEARAZ.GOV,City,Non-Federal Agency,Goodyear,AZ,ACTIVE
GOSHEN-OH.GOV,City,Non-Federal Agency,Goshen,OH,ACTIVE
GOSHEN-OHIO.GOV,City,Non-Federal Agency,Goshen,OH,ACTIVE
GOSHENCT.GOV,City,Non-Federal Agency,Goshen,CT,ACTIVE
GPSHORESMI.GOV,City,Non-Federal Agency,Grosse Pointe Shores,MI,ACTIVE
GRAFTON-MA.GOV,City,Non-Federal Agency,Grafton,MA,ACTIVE
GRANBY-CT.GOV,City,Non-Federal Agency,Granby,CT,ACTIVE
GRANBY-MA.GOV,City,Non-Federal Agency,Granby,MA,ACTIVE
GRANDTERRACE-CA.GOV,City,Non-Federal Agency,Grand Terrace,CA,ACTIVE
GRANDVIEW-IN.GOV,City,Non-Federal Agency,Grandview,IN,ACTIVE
GRANGERIOWA.GOV,City,Non-Federal Agency,Granger,IA,ACTIVE
GRANITEFALLSWA.GOV,City,Non-Federal Agency,Granite Falls,WA,ACTIVE
GRANITEQUARRYNC.GOV,City,Non-Federal Agency,Granite Quarry ,NC,ACTIVE
GRANTFORKIL.GOV,City,Non-Federal Agency,Highland,IL,ACTIVE
GRANTSPASSOREGON.GOV,City,Non-Federal Agency,Grants Pass,OR,ACTIVE
GRANTSVILLEUT.GOV,City,Non-Federal Agency,Grantsville,UT,ACTIVE
GRAPEVINETEXAS.GOV,City,Non-Federal Agency,Grapevine,TX,ACTIVE
GRAPEVINETX.GOV,City,Non-Federal Agency,Grapevine,TX,ACTIVE
GREECENY.GOV,City,Non-Federal Agency,Rochester,NY,ACTIVE
GREENBAYWI.GOV,City,Non-Federal Agency,Green Bay,WI,ACTIVE
GREENBELTMD.GOV,City,Non-Federal Agency,Greenbelt,MD,ACTIVE
GREENCASTLEPA.GOV,City,Non-Federal Agency,Greencastle,PA,ACTIVE
GREENEVILLETN.GOV,City,Non-Federal Agency,Greeneville,TN,ACTIVE
GREENFIELD-MA.GOV,City,Non-Federal Agency,Greenfield,MA,ACTIVE
GREENFIELD-NH.GOV,City,Non-Federal Agency,Greenfield,NH,ACTIVE
GREENHOUSTONTX.GOV,City,Non-Federal Agency,Houston,TX,ACTIVE
GREENISLANDNY.GOV,City,Non-Federal Agency,Green Island,NY,ACTIVE
GREENMOUNTAINFALLSCO.GOV,City,Non-Federal Agency,Green Mountain Falls,CO,ACTIVE
GREENSBORO-GA.GOV,City,Non-Federal Agency,Greensboro,GA,ACTIVE
GREENSBORO-NC.GOV,City,Non-Federal Agency,Greensboro,NC,ACTIVE
GREENSBOROGA.GOV,City,Non-Federal Agency,Greensboro,GA,ACTIVE
GREENVILLENC.GOV,City,Non-Federal Agency,Greenville,NC,ACTIVE
GREENVILLESC.GOV,City,Non-Federal Agency,Greenville,SC,ACTIVE
GRESHAMOREGON.GOV,City,Non-Federal Agency,Gresham,OR,ACTIVE
GREYFOREST-TX.GOV,City,Non-Federal Agency,Grey Forest,TX,ACTIVE
GRIMESIOWA.GOV,City,Non-Federal Agency,Grimes,IA,ACTIVE
GROTON-CT.GOV,City,Non-Federal Agency,Groton,CT,ACTIVE
GROTONMA.GOV,City,Non-Federal Agency,Groton,MA,ACTIVE
GROTONSD.GOV,City,Non-Federal Agency,Groton,SD,ACTIVE
GROVECITYOHIO.GOV,City,Non-Federal Agency,Grove City,OH,ACTIVE
GROVELAND-FL.GOV,City,Non-Federal Agency,Groveland,FL,ACTIVE
GULFBREEZEFL.GOV,City,Non-Federal Agency,Gulf Breeze,FL,ACTIVE
GULFPORT-MS.GOV,City,Non-Federal Agency,Gulfport,MS,ACTIVE
GULFSHORESAL.GOV,City,Non-Federal Agency,Gulf Shores,AL,ACTIVE
GUNNISONCO.GOV,City,Non-Federal Agency,Gunnison,CO,ACTIVE
GUNTERSVILLEAL.GOV,City,Non-Federal Agency,Guntersville,AL,ACTIVE
GUNTERTX.GOV,City,Non-Federal Agency,Gunter,TX,ACTIVE
GUSTAVUS-AK.GOV,City,Non-Federal Agency,Gustavus,AK,ACTIVE
GWSCO.GOV,City,Non-Federal Agency,Glenwood Springs,CO,ACTIVE
HADDONFIELD-NJ.GOV,City,Non-Federal Agency,Haddonfield,NJ,ACTIVE
HADLEYMA.GOV,City,Non-Federal Agency,Hadley,MA,ACTIVE
HAHIRAGA.GOV,City,Non-Federal Agency,Hahira,GA,ACTIVE
HALLANDALEBEACHFL.GOV,City,Non-Federal Agency,hallandale beach,FL,ACTIVE
HAMILTON-NY.GOV,City,Non-Federal Agency,HAMILTON,NY,ACTIVE
HAMILTON-OH.GOV,City,Non-Federal Agency,Hamilton,OH,ACTIVE
HAMPDENMAINE.GOV,City,Non-Federal Agency,Hampden,ME,ACTIVE
HAMPSTEADMD.GOV,City,Non-Federal Agency,Hampstead,MD,ACTIVE
HAMPTON.GOV,City,Non-Federal Agency,Hampton,VA,ACTIVE
HAMPTONGA.GOV,City,Non-Federal Agency,Hampton,GA,ACTIVE
HAMPTONNH.GOV,City,Non-Federal Agency,Hampton,NH,ACTIVE
HAMPTONSC.GOV,City,Non-Federal Agency,Hampton,SC,ACTIVE
HAMPTONVA.GOV,City,Non-Federal Agency,Hampton,VA,ACTIVE
HANKSVILLEUTAH.GOV,City,Non-Federal Agency,Hanksville,UT,ACTIVE
HANNIBAL-MO.GOV,City,Non-Federal Agency,Hannibal,MO,ACTIVE
HANOVER-MA.GOV,City,Non-Federal Agency,Hanover,MA,ACTIVE
HANOVERVA.GOV,City,Non-Federal Agency,Hanover,VA,ACTIVE
HANSON-MA.GOV,City,Non-Federal Agency,Hanson,MA,ACTIVE
HAPPYVALLEYOR.GOV,City,Non-Federal Agency,Happy Valley,OR,ACTIVE
HARMARTOWNSHIP-PA.GOV,City,Non-Federal Agency,Freeport,PA,ACTIVE
